hochua,gio,ngay,LVS,muc_nuoc,luu_luong_den_ho,luu_luong_xa
Ka Nak,14,07/10/2019,Ba,489.25,9.85,29
Ka Nak,15,07/10/2019,Ba,489.24,9.85,29
Ka Nak,16,07/10/2019,Ba,489.23,9.85,29
Ka Nak,17,07/10/2019,Ba,489.22,9.85,29
Ka Nak,18,07/10/2019,Ba,489.21,9.85,29
Ka Nak,19,07/10/2019,Ba,489.2,9.85,29
Ka Nak,20,07/10/2019,Ba,489.19,9.85,29
Ka Nak,21,07/10/2019,Ba,489.18,9.85,29
Ka Nak,22,07/10/2019,Ba,489.16,9.85,29
Ka Nak,23,07/10/2019,Ba,489.15,9.85,29
Ka Nak,0,08/10/2019,Ba,489.14,9.85,29
Ka Nak,1,08/10/2019,Ba,489.15,9.7,3.9
Ka Nak,2,08/10/2019,Ba,489.16,9.7,0
Ka Nak,3,08/10/2019,Ba,489.18,9.7,0
Ka Nak,4,08/10/2019,Ba,489.19,9.7,0
Ka Nak,5,08/10/2019,Ba,489.2,9.7,0
Ka Nak,6,08/10/2019,Ba,489.21,9.7,0
Ka Nak,7,08/10/2019,Ba,489.22,9.7,0
Ka Nak,8,08/10/2019,Ba,489.24,9.7,0
Ka Nak,9,08/10/2019,Ba,489.25,9.7,0
Ka Nak,10,08/10/2019,Ba,489.26,9.7,0
Ka Nak,11,08/10/2019,Ba,489.27,9.7,0
Ka Nak,12,08/10/2019,Ba,489.28,9.7,0
Ka Nak,13,08/10/2019,Ba,489.3,9.7,0
Ka Nak,14,08/10/2019,Ba,489.31,9.7,0
Ka Nak,15,08/10/2019,Ba,489.32,9.7,0
Ka Nak,16,08/10/2019,Ba,489.33,9.7,0
Ka Nak,17,08/10/2019,Ba,489.34,9.7,0
Ka Nak,18,08/10/2019,Ba,489.34,10.2,16.4
Ka Nak,19,08/10/2019,Ba,489.33,10.2,29
Ka Nak,20,08/10/2019,Ba,489.32,9.85,29
Ka Nak,21,08/10/2019,Ba,489.3,9.85,29
Ka Nak,22,08/10/2019,Ba,489.29,9.85,29
Ka Nak,23,08/10/2019,Ba,489.3,9.8,8.2
Ka Nak,0,09/10/2019,Ba,489.31,9.8,0
Ka Nak,1,09/10/2019,Ba,489.32,9.8,0
Ka Nak,2,09/10/2019,Ba,489.34,9.8,0
Ka Nak,3,09/10/2019,Ba,489.35,9.8,0
Ka Nak,4,09/10/2019,Ba,489.36,9.8,0
Ka Nak,5,09/10/2019,Ba,489.37,9.8,0
Ka Nak,6,09/10/2019,Ba,489.39,9.8,0
Ka Nak,7,09/10/2019,Ba,489.4,9.8,0
Ka Nak,8,09/10/2019,Ba,489.41,9.76,0
Ka Nak,9,09/10/2019,Ba,489.42,8.37,0
Ka Nak,10,09/10/2019,Ba,489.43,8.37,0
Ka Nak,11,09/10/2019,Ba,489.44,8.37,0
Ka Nak,12,09/10/2019,Ba,489.45,8.37,0
Ka Nak,13,09/10/2019,Ba,489.47,8.37,0
Ka Nak,14,09/10/2019,Ba,489.48,8.37,0
Ka Nak,15,09/10/2019,Ba,489.49,8.37,0
Ka Nak,16,09/10/2019,Ba,489.47,8.15,27.1
Ka Nak,17,09/10/2019,Ba,489.46,8.15,29
Ka Nak,18,09/10/2019,Ba,489.45,8.15,29
Ka Nak,19,09/10/2019,Ba,489.44,8.15,29
Ka Nak,20,09/10/2019,Ba,489.45,9.85,4.8
Ka Nak,21,09/10/2019,Ba,489.46,9.8,0
Ka Nak,22,09/10/2019,Ba,489.47,9.8,0
Ka Nak,23,09/10/2019,Ba,489.48,9.8,0
Ka Nak,0,10/10/2019,Ba,489.5,9.8,0
Ka Nak,1,10/10/2019,Ba,489.51,9.8,0
Ka Nak,2,10/10/2019,Ba,489.52,9.8,0
Ka Nak,3,10/10/2019,Ba,489.53,9.8,0
Ka Nak,4,10/10/2019,Ba,489.54,9.8,0
Ka Nak,5,10/10/2019,Ba,489.56,9.8,0
Ka Nak,6,10/10/2019,Ba,489.57,9.8,0
Ka Nak,7,10/10/2019,Ba,489.58,8.68,0
Ka Nak,8,10/10/2019,Ba,489.57,8.45,19.3
Ka Nak,9,10/10/2019,Ba,489.56,8.57,29
Ka Nak,10,10/10/2019,Ba,489.54,8.57,29
Ka Nak,11,10/10/2019,Ba,489.53,8.57,29
Ka Nak,12,10/10/2019,Ba,489.51,8.57,29
Ka Nak,13,10/10/2019,Ba,489.5,8.57,29
Ka Nak,14,10/10/2019,Ba,489.49,8.57,29
Ka Nak,15,10/10/2019,Ba,489.47,8.57,29
Ka Nak,16,10/10/2019,Ba,489.46,8.57,29
Ka Nak,17,10/10/2019,Ba,489.44,8.57,29
Ka Nak,18,10/10/2019,Ba,489.43,8.57,29
Ka Nak,19,10/10/2019,Ba,489.42,8.57,29
Ka Nak,20,10/10/2019,Ba,489.4,8.57,29
Ka Nak,21,10/10/2019,Ba,489.39,8.57,29
Ka Nak,22,10/10/2019,Ba,489.37,8.57,29
Ka Nak,23,10/10/2019,Ba,489.38,8.5,7.2
Ka Nak,0,11/10/2019,Ba,489.39,8.15,0
Ka Nak,1,11/10/2019,Ba,489.4,8.15,0
Ka Nak,2,11/10/2019,Ba,489.42,8.15,0
Ka Nak,3,11/10/2019,Ba,489.43,8.15,0
Ka Nak,4,11/10/2019,Ba,489.44,8.15,0
Ka Nak,5,11/10/2019,Ba,489.45,8.15,0
Ka Nak,6,11/10/2019,Ba,489.46,8.15,0
Ka Nak,7,11/10/2019,Ba,489.48,8.15,0
Ka Nak,8,11/10/2019,Ba,489.47,8.32,21.3
Ka Nak,9,11/10/2019,Ba,489.45,8.57,29
Ka Nak,10,11/10/2019,Ba,489.44,8.57,29
Ka Nak,11,11/10/2019,Ba,489.43,8.57,29
Ka Nak,12,11/10/2019,Ba,489.41,8.57,29
Ka Nak,13,11/10/2019,Ba,489.4,8.57,29
Ka Nak,14,11/10/2019,Ba,489.38,8.57,29
Ka Nak,15,11/10/2019,Ba,489.37,8.57,29
Ka Nak,16,11/10/2019,Ba,489.36,8.57,29
Ka Nak,17,11/10/2019,Ba,489.34,8.57,29
Ka Nak,18,11/10/2019,Ba,489.33,8.57,29
Ka Nak,19,11/10/2019,Ba,489.31,8.57,29
Ka Nak,20,11/10/2019,Ba,489.3,8.57,29
Ka Nak,21,11/10/2019,Ba,489.29,8.57,29
Ka Nak,22,11/10/2019,Ba,489.27,8.57,29
Ka Nak,23,11/10/2019,Ba,489.26,8.57,29
Ka Nak,0,12/10/2019,Ba,489.26,8.35,15.5
Ka Nak,1,12/10/2019,Ba,489.27,8.15,0
Ka Nak,2,12/10/2019,Ba,489.28,8.15,0
Ka Nak,3,12/10/2019,Ba,489.29,8.15,0
Ka Nak,4,12/10/2019,Ba,489.3,8.15,0
Ka Nak,5,12/10/2019,Ba,489.32,8.15,0
Ka Nak,6,12/10/2019,Ba,489.33,8.15,0
Ka Nak,7,12/10/2019,Ba,489.34,8.15,0
Ka Nak,8,12/10/2019,Ba,489.33,8.42,25.1
Ka Nak,9,12/10/2019,Ba,489.32,8.57,29
Ka Nak,10,12/10/2019,Ba,489.3,8.57,29
Ka Nak,11,12/10/2019,Ba,489.29,8.57,29
Ka Nak,12,12/10/2019,Ba,489.27,8.57,29
Ka Nak,13,12/10/2019,Ba,489.26,8.57,29
Ka Nak,14,12/10/2019,Ba,489.25,8.57,29
Ka Nak,15,12/10/2019,Ba,489.23,8.57,29
Ka Nak,16,12/10/2019,Ba,489.22,8.57,29
Ka Nak,17,12/10/2019,Ba,489.2,8.57,29
Ka Nak,18,12/10/2019,Ba,489.19,8.57,29
Ka Nak,19,12/10/2019,Ba,489.18,8.57,29
Ka Nak,20,12/10/2019,Ba,489.16,8.57,29
Ka Nak,21,12/10/2019,Ba,489.15,8.57,29
Ka Nak,22,12/10/2019,Ba,489.13,8.5,28
Ka Nak,23,12/10/2019,Ba,489.14,8.68,0
Ka Nak,0,13/10/2019,Ba,489.15,6.51,0
Ka Nak,1,13/10/2019,Ba,489.15,6.51,0
Ka Nak,2,13/10/2019,Ba,489.15,4.34,0
Ka Nak,3,13/10/2019,Ba,489.16,4.34,0
Ka Nak,4,13/10/2019,Ba,489.16,4.34,0
Ka Nak,5,13/10/2019,Ba,489.16,4.34,0
Ka Nak,6,13/10/2019,Ba,489.17,4.34,0
Ka Nak,7,13/10/2019,Ba,489.17,4.34,0
Ka Nak,8,13/10/2019,Ba,489.18,4.34,0
Ka Nak,9,13/10/2019,Ba,489.18,4.34,0
Ka Nak,10,13/10/2019,Ba,489.18,4.34,0
Ka Nak,11,13/10/2019,Ba,489.19,4.34,0
Ka Nak,12,13/10/2019,Ba,489.19,4.34,0
Ka Nak,13,13/10/2019,Ba,489.2,4.34,0
Ka Nak,14,13/10/2019,Ba,489.2,4.34,0
Ka Nak,15,13/10/2019,Ba,489.21,5.43,0
Ka Nak,16,13/10/2019,Ba,489.22,6.51,0
Ka Nak,17,13/10/2019,Ba,489.22,6.51,0
Ka Nak,18,13/10/2019,Ba,489.23,6.51,0
Ka Nak,19,13/10/2019,Ba,489.23,6.51,0
Ka Nak,20,13/10/2019,Ba,489.24,4.34,0
Ka Nak,21,13/10/2019,Ba,489.24,4.34,0
Ka Nak,22,13/10/2019,Ba,489.25,4.34,0
Ka Nak,23,13/10/2019,Ba,489.25,4.34,0
Ka Nak,0,14/10/2019,Ba,489.25,4.34,0
Ka Nak,1,14/10/2019,Ba,489.26,4.34,0
Ka Nak,2,14/10/2019,Ba,489.26,4.34,0
Ka Nak,3,14/10/2019,Ba,489.27,4.34,0
Ka Nak,4,14/10/2019,Ba,489.27,4.34,0
Ka Nak,5,14/10/2019,Ba,489.27,4.34,0
Ka Nak,6,14/10/2019,Ba,489.28,4.34,0
Ka Nak,7,14/10/2019,Ba,489.28,4.34,0
Ka Nak,8,14/10/2019,Ba,489.28,5.25,2
Ka Nak,9,14/10/2019,Ba,489.26,5.04,30
Ka Nak,10,14/10/2019,Ba,489.24,5.04,30
Ka Nak,11,14/10/2019,Ba,489.22,5.05,30
Ka Nak,12,14/10/2019,Ba,489.19,5.04,30
Ka Nak,13,14/10/2019,Ba,489.17,5.04,30
Ka Nak,14,14/10/2019,Ba,489.15,5.05,30
Ka Nak,15,14/10/2019,Ba,489.12,5.04,30
Ka Nak,16,14/10/2019,Ba,489.1,5.04,30
Ka Nak,17,14/10/2019,Ba,489.08,5.05,30
Ka Nak,18,14/10/2019,Ba,489.05,5.04,30
Ka Nak,19,14/10/2019,Ba,489.03,5.04,30
Ka Nak,20,14/10/2019,Ba,489.01,5.04,30
Ka Nak,21,14/10/2019,Ba,488.99,5.04,30
Ka Nak,22,14/10/2019,Ba,488.96,5.04,30
Ka Nak,23,14/10/2019,Ba,488.94,5.04,30
Ka Nak,0,15/10/2019,Ba,488.92,5.04,30
Ka Nak,1,15/10/2019,Ba,488.89,5.04,30
Ka Nak,2,15/10/2019,Ba,488.87,5.04,30
Ka Nak,3,15/10/2019,Ba,488.85,5.04,30
Ka Nak,4,15/10/2019,Ba,488.82,5.04,30
Ka Nak,5,15/10/2019,Ba,488.8,5.04,30
Ka Nak,6,15/10/2019,Ba,488.78,5.04,30
Ka Nak,7,15/10/2019,Ba,488.76,5.04,30
Ka Nak,8,15/10/2019,Ba,488.73,4.25,30
Ka Nak,9,15/10/2019,Ba,488.71,4.25,30
Ka Nak,10,15/10/2019,Ba,488.68,4.25,30
Ka Nak,11,15/10/2019,Ba,488.66,4.25,30
Ka Nak,12,15/10/2019,Ba,488.64,4.25,30
Ka Nak,13,15/10/2019,Ba,488.61,4.25,30
Ka Nak,14,15/10/2019,Ba,488.59,4.25,30
Ka Nak,15,15/10/2019,Ba,488.56,3.96,30
Ka Nak,16,15/10/2019,Ba,488.54,3.96,30
Ka Nak,17,15/10/2019,Ba,488.51,3.12,30
Ka Nak,18,15/10/2019,Ba,488.49,3.12,30
Ka Nak,19,15/10/2019,Ba,488.46,3.12,30
Ka Nak,20,15/10/2019,Ba,488.44,3.12,30
Ka Nak,21,15/10/2019,Ba,488.41,3.12,30
Ka Nak,22,15/10/2019,Ba,488.39,3.12,30
Ka Nak,23,15/10/2019,Ba,488.36,3.12,30
Ka Nak,0,16/10/2019,Ba,488.34,3.12,30
Ka Nak,1,16/10/2019,Ba,488.31,3.12,30
Ka Nak,2,16/10/2019,Ba,488.29,3.12,30
Ka Nak,3,16/10/2019,Ba,488.26,3.12,30
Ka Nak,4,16/10/2019,Ba,488.24,3.12,30
Ka Nak,5,16/10/2019,Ba,488.21,3.12,30
Ka Nak,6,16/10/2019,Ba,488.19,3.12,30
Ka Nak,7,16/10/2019,Ba,488.16,3.12,30
Ka Nak,8,16/10/2019,Ba,488.14,3.96,30
Ka Nak,9,16/10/2019,Ba,488.12,3.96,30
Ka Nak,10,16/10/2019,Ba,488.09,3.96,30
Ka Nak,11,16/10/2019,Ba,488.07,3.96,30
Ka Nak,12,16/10/2019,Ba,488.04,3.96,30
Ka Nak,13,16/10/2019,Ba,488.02,3.96,30
Ka Nak,14,16/10/2019,Ba,488,3.96,30
Ka Nak,15,16/10/2019,Ba,487.97,3.96,30
Ka Nak,16,16/10/2019,Ba,487.95,3.96,30
Ka Nak,17,16/10/2019,Ba,487.92,3.96,30
Ka Nak,18,16/10/2019,Ba,487.9,3.96,30
Ka Nak,19,16/10/2019,Ba,487.88,3.96,30
Ka Nak,20,16/10/2019,Ba,487.85,3.96,30
Ka Nak,21,16/10/2019,Ba,487.83,3.96,30
Ka Nak,22,16/10/2019,Ba,487.8,3.96,30
Ka Nak,23,16/10/2019,Ba,487.78,3.96,30
Ka Nak,0,17/10/2019,Ba,487.76,3.96,30
Ka Nak,1,17/10/2019,Ba,487.73,3.96,30
Ka Nak,2,17/10/2019,Ba,487.71,3.96,30
Ka Nak,3,17/10/2019,Ba,487.68,3.96,30
Ka Nak,4,17/10/2019,Ba,487.66,3.96,30
Ka Nak,5,17/10/2019,Ba,487.64,3.96,30
Ka Nak,6,17/10/2019,Ba,487.61,3.96,30
Ka Nak,7,17/10/2019,Ba,487.59,3.96,30
Ka Nak,8,17/10/2019,Ba,487.56,3.96,30
Ka Nak,9,17/10/2019,Ba,487.54,6.04,31
Ka Nak,10,17/10/2019,Ba,487.54,6.25,6.2
Ka Nak,11,17/10/2019,Ba,487.55,6.51,0
Ka Nak,12,17/10/2019,Ba,487.56,8.68,0
Ka Nak,13,17/10/2019,Ba,487.56,8.68,0
Ka Nak,14,17/10/2019,Ba,487.57,8.68,0
Ka Nak,15,17/10/2019,Ba,487.58,8.68,0
Ka Nak,16,17/10/2019,Ba,487.59,8.68,0
Ka Nak,17,17/10/2019,Ba,487.6,10.9,0
Ka Nak,18,17/10/2019,Ba,487.61,10.9,0
Ka Nak,19,17/10/2019,Ba,487.62,10.9,0
Ka Nak,20,17/10/2019,Ba,487.63,10.9,0
Ka Nak,21,17/10/2019,Ba,487.64,10.9,0
Ka Nak,22,17/10/2019,Ba,487.65,10.9,0
Ka Nak,23,17/10/2019,Ba,487.66,10.9,0
Ka Nak,0,18/10/2019,Ba,487.67,10.9,0
Ka Nak,1,18/10/2019,Ba,487.68,13,0
Ka Nak,2,18/10/2019,Ba,487.69,13,0
Ka Nak,3,18/10/2019,Ba,487.71,15.2,0
Ka Nak,4,18/10/2019,Ba,487.72,15.2,0
Ka Nak,5,18/10/2019,Ba,487.73,15.2,0
Ka Nak,6,18/10/2019,Ba,487.75,13,0
Ka Nak,7,18/10/2019,Ba,487.76,13,0
Ka Nak,8,18/10/2019,Ba,487.77,13,0
Ka Nak,9,18/10/2019,Ba,487.78,13,0
Ka Nak,10,18/10/2019,Ba,487.79,13,0
Ka Nak,11,18/10/2019,Ba,487.81,13,0
Ka Nak,12,18/10/2019,Ba,487.82,13,0
Ka Nak,13,18/10/2019,Ba,487.83,13,0
Ka Nak,14,18/10/2019,Ba,487.84,13,0
Ka Nak,15,18/10/2019,Ba,487.85,13,0
Ka Nak,16,18/10/2019,Ba,487.86,11.9,0
Ka Nak,17,18/10/2019,Ba,487.88,11.9,0
Ka Nak,18,18/10/2019,Ba,487.89,11.9,0
Ka Nak,19,18/10/2019,Ba,487.9,11.9,0
Ka Nak,20,18/10/2019,Ba,487.91,11.9,0
Ka Nak,21,18/10/2019,Ba,487.92,11.9,0
Ka Nak,22,18/10/2019,Ba,487.93,11.9,0
Ka Nak,23,18/10/2019,Ba,487.94,11.9,0
Ka Nak,0,19/10/2019,Ba,487.95,11.9,0
Ka Nak,1,19/10/2019,Ba,487.96,13,0
Ka Nak,2,19/10/2019,Ba,487.98,13,0
Ka Nak,3,19/10/2019,Ba,487.99,13,0
Ka Nak,4,19/10/2019,Ba,488,13,0
Ka Nak,5,19/10/2019,Ba,488.01,13,0
Ka Nak,6,19/10/2019,Ba,488.02,11.9,0
Ka Nak,7,19/10/2019,Ba,488.03,11.9,0
Ka Nak,8,19/10/2019,Ba,488.04,10.9,0
Ka Nak,9,19/10/2019,Ba,488.03,9.47,29
Ka Nak,10,19/10/2019,Ba,488.01,8.3,30
Ka Nak,11,19/10/2019,Ba,487.99,8.3,30
Ka Nak,12,19/10/2019,Ba,487.97,8.3,30
Ka Nak,13,19/10/2019,Ba,487.95,8.3,30
Ka Nak,14,19/10/2019,Ba,487.93,8.3,30
Ka Nak,15,19/10/2019,Ba,487.91,8.3,30
Ka Nak,16,19/10/2019,Ba,487.89,8.3,30
Ka Nak,17,19/10/2019,Ba,487.87,8.3,30
Ka Nak,18,19/10/2019,Ba,487.85,8.3,30
Ka Nak,19,19/10/2019,Ba,487.83,8.3,30
Ka Nak,20,19/10/2019,Ba,487.81,8.3,30
Ka Nak,21,19/10/2019,Ba,487.79,9.38,30
Ka Nak,22,19/10/2019,Ba,487.77,9.38,30
Ka Nak,23,19/10/2019,Ba,487.75,10.5,30
Ka Nak,0,20/10/2019,Ba,487.73,10.5,30
Ka Nak,1,20/10/2019,Ba,487.72,12.6,30
Ka Nak,2,20/10/2019,Ba,487.7,12.6,30
Ka Nak,3,20/10/2019,Ba,487.68,12.6,30
Ka Nak,4,20/10/2019,Ba,487.67,12.6,30
Ka Nak,5,20/10/2019,Ba,487.65,12.6,30
Ka Nak,6,20/10/2019,Ba,487.63,10.5,30
Ka Nak,7,20/10/2019,Ba,487.62,10.5,30
Ka Nak,8,20/10/2019,Ba,487.6,9.39,30
Ka Nak,9,20/10/2019,Ba,487.58,8.3,30
Ka Nak,10,20/10/2019,Ba,487.56,8.3,30
Ka Nak,11,20/10/2019,Ba,487.54,8.3,30
Ka Nak,12,20/10/2019,Ba,487.52,8.3,30
Ka Nak,13,20/10/2019,Ba,487.5,8.3,30
Ka Nak,14,20/10/2019,Ba,487.48,8.3,30
Ka Nak,15,20/10/2019,Ba,487.46,8.3,30
Ka Nak,16,20/10/2019,Ba,487.44,8.3,30
Ka Nak,17,20/10/2019,Ba,487.42,9.39,30
Ka Nak,18,20/10/2019,Ba,487.4,9.39,30
Ka Nak,19,20/10/2019,Ba,487.38,9.39,30
Ka Nak,20,20/10/2019,Ba,487.36,9.39,30
Ka Nak,21,20/10/2019,Ba,487.34,9.38,30
Ka Nak,22,20/10/2019,Ba,487.32,9.38,30
Ka Nak,23,20/10/2019,Ba,487.3,9.39,30
Ka Nak,0,21/10/2019,Ba,487.29,9.38,30
Ka Nak,1,21/10/2019,Ba,487.27,9.38,30
Ka Nak,2,21/10/2019,Ba,487.25,9.39,30
Ka Nak,3,21/10/2019,Ba,487.23,9.38,30
Ka Nak,4,21/10/2019,Ba,487.21,9.38,30
Ka Nak,5,21/10/2019,Ba,487.19,9.39,30
Ka Nak,6,21/10/2019,Ba,487.17,10.5,30
